gonderen_depo;alan_magaza;urun;baslangic_depo_stok;ihtiyac_adet;karsilanan_adet;kalan_ihtiyac;depo_sevk_toplam;depo_kalan_nihai
STOK_YOK;1101;101931818SIYAHL;0.000000;1;0;1;0;0.000000
STOK_YOK;1301;101931818SIYAHL;0.000000;1;0;1;0;0.000000
STOK_YOK;1401;101931818SIYAHL;0.000000;1;0;1;0;0.000000
STOK_YOK;1601;101931818SIYAHL;0.000000;1;0;1;0;0.000000
STOK_YOK;1801;101931818SIYAHL;0.000000;1;0;1;0;0.000000
STOK_YOK;1901;101931818SIYAHL;0.000000;1;0;1;0;0.000000
STOK_YOK;2101;101931818SIYAHL;0.000000;1;0;1;0;0.000000
STOK_YOK;2401;101931818SIYAHL;0.000000;1;0;1;0;0.000000
STOK_YOK;301;101931818SIYAHL;0.000000;1;0;1;0;0.000000
STOK_YOK;1601;101931818SIYAHM;0.000000;2;0;2;0;0.000000
STOK_YOK;1101;101931818SIYAHM;0.000000;1;0;1;0;0.000000
STOK_YOK;1301;101931818SIYAHM;0.000000;1;0;1;0;0.000000
STOK_YOK;1401;101931818SIYAHM;0.000000;1;0;1;0;0.000000
STOK_YOK;1801;101931818SIYAHM;0.000000;1;0;1;0;0.000000
STOK_YOK;1901;101931818SIYAHM;0.000000;1;0;1;0;0.000000
STOK_YOK;2101;101931818SIYAHM;0.000000;1;0;1;0;0.000000
STOK_YOK;2401;101931818SIYAHM;0.000000;1;0;1;0;0.000000
STOK_YOK;301;101931818SIYAHM;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101931818SIYAHXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1301;101931818SIYAHXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1601;101931818SIYAHXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1801;101931818SIYAHXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1901;101931818SIYAHXL;0.000000;1;0;1;0;0.000000
STOK_YOK;2101;101931818SIYAHXL;0.000000;1;0;1;0;0.000000
